"id","mechanism","percentage","n","moderator","method","qp_full_power","rp_full_power","coefp_full_power","qp_recovered_power","rp_recovered_power","coefp_recovered_power","MSE_full","coef_bias_full","coef_var_full","deviance_full","MSE_recovered","coef_bias_recovered","coef_var_recovered","deviance_recovered"
3,"mnar",0.1,10,"1c","MICE",0.071,0.054,0.054,0.071,0.086,0.086,0.187321054861263,0.000741645888988108,0.113115631260169,7.72419951986869,0.17466206113,0.0029134585433,0.11284343531,7.317686312
4,"mcar",0.25,10,"1c","MICE",0.077,0.068,0.068,0.077,0.116,0.116,0.181428965314356,0.00578637530596477,0.111266785484373,7.53691912010245,0.16323879243,0.008353601459,0.12003046615,6.912298168
5,"mar",0.25,10,"1c","MICE",0.052,0.06,0.06,0.052,0.116,0.116,0.179277107735362,-4.21741776373963e-05,0.111532735432173,7.46859603225597,0.157645228756,-0.0056163706588,0.11953863293,6.758933576
6,"mnar",0.25,10,"1c","MICE",0.062,0.079,0.079,0.062,0.132,0.132,0.179861059378969,0.00427631762902684,0.110976164703242,7.49625656115542,0.16039070707,0.0059541689356,0.11303726907,6.850819494
7,"mcar",0.4,10,"1c","MICE",0.068,0.059,0.059,0.068,0.18,0.18,0.179823799438644,0.000304528866223228,0.111484952660732,7.49218578693804,0.140462377127,-0.0035409928456,0.12602906169,6.158441791
8,"mar",0.4,10,"1c","MICE",0.064,0.055,0.055,0.064,0.195,0.195,0.182626867812373,-0.000450655707441848,0.111813193479532,7.57492266966117,0.13837419118,-0.0193060892937,0.12598429182,6.075576373
9,"mnar",0.4,10,"1c","MICE",0.066,0.057,0.057,0.066,0.192,0.192,0.184440607113925,0.000680714011379597,0.112909675950791,7.61945593293275,0.140627472919,-0.0022131444043,0.11419002434,6.141256759
10,"mcar",0.1,25,"1c","MICE",0.071,0.114,0.114,0.071,0.156,0.156,0.181635143546178,-0.00182561090392003,0.0406528688855004,24.4831393016174,0.17809840219,-0.00025607163174,0.04094414459,24.093041286
11,"mar",0.1,25,"1c","MICE",0.072,0.137,0.137,0.072,0.172,0.172,0.180173665130477,-4.29339042033993e-05,0.0405620845154427,24.3327877425539,0.17686639601,0.00022762889054,0.04083961721,23.967236915
12,"mnar",0.1,25,"1c","MICE",0.078,0.128,0.128,0.078,0.156,0.156,0.18151334580008,-0.00134699439979018,0.0408187368166028,24.4514585645906,0.17899574243,0.00030946512617,0.04028332564,24.176182869
13,"mcar",0.25,25,"1c","MICE",0.073,0.154,0.154,0.073,0.256,0.256,0.182128960736921,0.00513512625955996,0.0405842076484813,24.5615291685552,0.172328466,0.0060139102687,0.04154821375,23.456603176
14,"mar",0.25,25,"1c","MICE",0.077,0.127,0.127,0.077,0.226,0.226,0.183228758185798,0.0004110326430692,0.0408467925811713,24.6576828613644,0.17453904927,0.0009609145654,0.04196424376,23.683554548
15,"mnar",0.25,25,"1c","MICE",0.066,0.116,0.116,0.066,0.25,0.25,0.180278110387818,-0.00173498122949541,0.0405507993650939,24.3472215481734,0.16960680145,0.0054061391041,0.03915796194,23.153181493
16,"mcar",0.4,25,"1c","MICE",0.062,0.141,0.141,0.062,0.368,0.368,0.181777848266068,0.00120477222677655,0.0406053981630403,24.5219734415122,0.16343382119,0.0041044745746,0.04265082928,22.444928906
17,"mar",0.4,25,"1c","MICE",0.074,0.133,0.133,0.074,0.309,0.309,0.18171091159591,0.000527105281882038,0.0409090631985416,24.460353070391,0.16636651585,-0.00820255819524,0.0433353909,22.726772022
18,"mnar",0.4,25,"1c","MICE",0.074,0.121,0.121,0.074,0.303,0.303,0.183270470646025,-0.00144763401149817,0.0409404417836334,24.654625230184,0.16760054943,0.0048957543863,0.0416513185,22.879894156
19,"mcar",0.1,50,"1c","MICE",0.078,0.237,0.237,0.078,0.276,0.276,0.180867185395657,-0.00105613202664678,0.0195635812625269,52.6006896409989,0.17950290393,-0.0010832586946,0.01968045042,52.26095111
20,"mar",0.1,50,"1c","MICE",0.105,0.224,0.224,0.105,0.273,0.273,0.184172392661217,-0.000827798120161013,0.0197955521326577,53.3478043336373,0.18193892489,0.00065928165824,0.01986588266,52.81276508
21,"mnar",0.1,50,"1c","MICE",0.07,0.234,0.234,0.07,0.284,0.284,0.178388310754365,-0.00236815099012867,0.0194939607780483,51.9662552253269,0.17652801114,0.0005663909181,0.01907009514,51.50767808
22,"mcar",0.25,50,"1c","MICE",0.076,0.264,0.264,0.076,0.341,0.341,0.179862068401404,0.00211131891704904,0.0195482280164304,52.3495110131134,0.17618151538,0.0026529452102,0.01976015724,51.43255761
23,"mar",0.25,50,"1c","MICE",0.065,0.25,0.25,0.065,0.354,0.354,0.180145119711285,0.00164306502884034,0.0194943345217202,52.4453570684493,0.17621291082,0.0021315221054,0.0197087642,51.4685752
24,"mnar",0.25,50,"1c","MICE",0.082,0.239,0.239,0.082,0.353,0.353,0.180985592313766,0.000596499606790613,0.0196101036740163,52.60623798914,0.17657367997,0.00588620087907,0.01883996587,51.50665176
25,"mcar",0.4,50,"1c","MICE",0.085,0.224,0.224,0.085,0.418,0.418,0.181618580367699,-0.000516879911038362,0.0196670100769177,52.7353620066656,0.17414249148,-0.000219003684,0.0202493367,50.8790749
26,"mar",0.4,50,"1c","MICE",0.09,0.228,0.228,0.09,0.398,0.398,0.181007377762345,-0.00436417531006138,0.0196086196050915,52.6104577176758,0.1732123934,-0.00821992055932,0.02007088854,50.67526305
27,"mnar",0.4,50,"1c","MICE",0.079,0.221,0.221,0.079,0.407,0.407,0.182325222424592,-0.00198775651492991,0.0197351303688024,52.9158565892049,0.17361669575,0.0067149032156,0.01909078164,50.7627387
28,"mcar",0.1,10,"1c1c","MICE",0.489,0.543,0.058,0.489,0.58,0.076,0.187121142915568,-0.0056743382806292,0.166575012818612,6.59184813157194,0.17549752942,0.0012365459523,0.1797512345,6.27266691
29,"mar",0.1,10,"1c1c","MICE",0.462,0.559,0.054,0.462,0.578,0.089,0.177350578841584,-0.0132738790080592,0.161739138714657,6.32319767395665,0.165994966225,-0.005298013364,0.173169176,5.9985147917
30,"mnar",0.1,10,"1c1c","MICE",0.452,0.531,0.06,0.452,0.569,0.082,0.178506749436928,0.0108870551472587,0.159501679811097,6.35095117664526,0.167125859994,0.0185923396641,0.1686603991,6.024997877
31,"mcar",0.25,10,"1c1c","MICE",0.491,0.532,0.065,0.491,0.605,0.115,0.188412246782081,0.0128014756899166,0.167813399561649,6.5858798935961,0.165967552891,0.0157888902782,0.1969535749,5.95517313
32,"mar",0.25,10,"1c1c","MICE",0.47,0.565,0.077,0.47,0.615,0.116,0.173880349014727,0.00175131676810255,0.160803350089466,6.21802245043561,0.154921914676,0.00360006162505,0.1874987836,5.665084189
33,"mnar",0.25,10,"1c1c","MICE",0.481,0.568,0.062,0.481,0.621,0.11,0.178373998057087,-0.012399596210178,0.161230094087469,6.31158430695541,0.15777183477,-0.01140005881736,0.1826050505,5.736232534
34,"mcar",0.4,10,"1c1c","MICE",0.474,0.539,0.053,0.474,0.688,0.148,0.182148068446595,0.00446816900897158,0.161434500717957,6.44706548229464,0.144300350344,-0.0036066221268,0.2225329103,5.349149532
35,"mar",0.4,10,"1c1c","MICE",0.474,0.559,0.076,0.474,0.683,0.162,0.178224302457842,-0.00582156580822937,0.160042431783412,6.32095990015142,0.141345658129,-0.0201744737409,0.2164953427,5.283955075
36,"mnar",0.4,10,"1c1c","MICE",0.463,0.54,0.064,0.463,0.654,0.162,0.183911634857642,0.00898921920093176,0.168208062788839,6.47072478984158,0.144022464173,0.0192783914395,0.2171549037,5.3356977817
37,"mcar",0.1,25,"1c1c","MICE",0.744,0.952,0.13,0.744,0.954,0.151,0.181634165772012,0.012921065698909,0.0516587857823418,23.286714537576,0.17863055094,0.0192370597119,0.05255572525,22.973092654
38,"mar",0.1,25,"1c1c","MICE",0.771,0.944,0.11,0.771,0.948,0.147,0.181464138798207,0.0011227962535035,0.0513712320007262,23.3473285443227,0.17822510953,0.0073959818948,0.05221536584,23.004437808
39,"mnar",0.1,25,"1c1c","MICE",0.768,0.954,0.109,0.768,0.963,0.145,0.180029118129063,0.00167032145354911,0.0510412785961125,23.1753631500874,0.17657357409,0.00573504978458,0.05120355332,22.809908545
40,"mcar",0.25,25,"1c1c","MICE",0.767,0.952,0.128,0.767,0.964,0.218,0.181528932233356,-0.00484155812060499,0.0514136124053008,23.3502358952745,0.17295702554,0.00095839153254,0.0546541815,22.429833079
41,"mar",0.25,25,"1c1c","MICE",0.764,0.956,0.124,0.764,0.963,0.218,0.180775109296113,-0.0010231804090096,0.0514754393613717,23.2386361845067,0.17245841956,0.0013769679495,0.05434975787,22.349983548
42,"mnar",0.25,25,"1c1c","MICE",0.741,0.943,0.115,0.741,0.962,0.222,0.181882651205302,-0.000432590190486908,0.051547201795504,23.3818117687027,0.17186107551,0.00756944942664,0.05328720226,22.303540154
43,"mcar",0.4,25,"1c1c","MICE",0.77,0.942,0.118,0.77,0.961,0.278,0.185084147927473,-0.00619105562089085,0.0519548537130743,23.7195941102988,0.16943109685,-0.0037249798256,0.05791773825,22.061572948
44,"mar",0.4,25,"1c1c","MICE",0.783,0.954,0.135,0.783,0.968,0.353,0.183448061893838,0.00650758680777282,0.051629538381892,23.5440840653182,0.16558631688,0.0174337850285,0.05811541519,21.617826594
45,"mnar",0.4,25,"1c1c","MICE",0.781,0.955,0.132,0.781,0.974,0.318,0.178801600538078,0.00523147727330203,0.0511789995814569,23.0736259546825,0.16160055969,0.0132990317958,0.05726243922,21.217715292
46,"mcar",0.1,50,"1c1c","MICE",0.956,1,0.21,0.956,1,0.254,0.182376939347965,-0.00234829682981194,0.0241506709143414,51.8235994149626,0.18042539546,0.00055831475165,0.0243784679,51.3530823
47,"mar",0.1,50,"1c1c","MICE",0.937,0.999,0.21,0.937,0.999,0.256,0.181658692225936,-0.00453730579903517,0.0240506120354099,51.6822368147461,0.17981563019,-0.0025929134474,0.02426498264,51.25480693
48,"mnar",0.1,50,"1c1c","MICE",0.953,0.998,0.234,0.953,0.998,0.293,0.180350582382847,-0.00163104952151574,0.0240619131738069,51.3096720876395,0.17826651581,0.00211878878303,0.02393372963,50.81295014
49,"mcar",0.25,50,"1c1c","MICE",0.944,0.998,0.221,0.944,1,0.339,0.182225399047195,-0.0045921381117474,0.0241792800982436,51.7635671306594,0.17768423087,0.0009529283115,0.02474048228,50.67327076
50,"mar",0.25,50,"1c1c","MICE",0.946,0.999,0.225,0.946,1,0.327,0.182100028831045,-0.00319385421096199,0.0240841048217675,51.7491716580901,0.17766929481,0.002534523253329,0.02465209287,50.68935127
51,"mnar",0.25,50,"1c1c","MICE",0.948,0.999,0.229,0.948,0.999,0.32,0.183064726870676,0.00293461399132469,0.0242889016721743,51.9140645377925,0.17908933285,0.00230556464044,0.02436541863,50.95907747
52,"mcar",0.4,50,"1c1c","MICE",0.952,0.998,0.229,0.952,0.999,0.39,0.180585663763676,-0.00413438796999778,0.0241413803985142,51.3481515941949,0.17282643461,-0.00295079065029,0.02530282769,49.49357687
53,"mar",0.4,50,"1c1c","MICE",0.943,0.999,0.229,0.943,1,0.382,0.181202027481676,-0.000442512635519347,0.0240633183790201,51.5371704491529,0.17305239141,0.0031719521498,0.02533695566,49.58195617
54,"mnar",0.4,50,"1c1c","MICE",0.947,0.997,0.246,0.947,0.998,0.431,0.180887368810292,0.00254912524291258,0.024086797853804,51.4437564629634,0.17154770242,0.01532713864855,0.02519596818,49.19838078
55,"mcar",0.1,10,"2c","MICE",0.082,0.071,0.06,0.082,0.101,0.094,0.1874041655502,0.0176339985056898,0.195244256477019,5.46493226134141,0.172592776675,0.02669408540443,0.216916191,5.1333221648
56,"mar",0.1,10,"2c","MICE",0.089,0.072,0.081,0.089,0.101,0.11,0.184099437584723,-0.002999090248962,0.194569756553413,5.4099230072949,0.170063156464,-0.0102742362999,0.2128635606,5.106417466
57,"mnar",0.1,10,"2c","MICE",0.09,0.079,0.062,0.09,0.107,0.094,0.183372979179876,0.0154524654789478,0.197337426478338,5.35990440552806,0.169817575584,0.0177921587354,0.2140510055,5.0726086293
58,"mcar",0.25,10,"2c","MICE",0.083,0.089,0.07,0.083,0.125,0.116,0.181839174999487,0.00635228262409814,0.193880674713964,5.38138763815467,0.156822527707,0.0090947898812,0.2370048379,4.8277505432
59,"mar",0.25,10,"2c","MICE",0.073,0.082,0.06,0.073,0.119,0.111,0.176459310880443,-0.0110270960028307,0.191944256470812,5.21417146516066,0.151106136869,-0.00893502533176,0.2234395493,4.6900703064
60,"mnar",0.25,10,"2c","MICE",0.082,0.072,0.07,0.082,0.11,0.112,0.182017463433115,0.0156818379572187,0.198970999843921,5.3508415737482,0.157504797724,0.0233260123069,0.2380653354,4.8224683882
61,"mcar",0.4,10,"2c","MICE",0.085,0.071,0.069,0.085,0.165,0.185,0.182497642512788,0.0100090583865685,0.195600119793506,5.35972548082002,0.130583525919,0.0018305458988,0.2442076035,4.3064083964
62,"mar",0.4,10,"2c","MICE",0.086,0.077,0.067,0.086,0.151,0.16,0.180384858617518,0.0272513053819158,0.19624144635898,5.32443199740909,0.133689778709,0.0336390378236,0.247051016,4.3949313712
63,"mnar",0.4,10,"2c","MICE",0.094,0.09,0.077,0.094,0.178,0.212,0.181830264984492,0.0115458765117615,0.193743389164962,5.32077783390433,0.131924840104,0.0517971170277,0.245646101,4.3007683424
64,"mcar",0.1,25,"2c","MICE",0.113,0.175,0.125,0.113,0.205,0.168,0.180657194333641,-0.00225466430558318,0.0542186825801893,22.1071277200249,0.17705711883,0.0021484212049,0.05578867889,21.73778453
65,"mar",0.1,25,"2c","MICE",0.114,0.166,0.122,0.114,0.192,0.154,0.179675329420527,0.00528649853663421,0.0543584055978739,21.9945987375933,0.17600209524,0.01415159141091,0.05561649229,21.629308523
66,"mnar",0.1,25,"2c","MICE",0.103,0.176,0.123,0.103,0.219,0.168,0.182429549227878,0.0075648933652392,0.0544435110418316,22.277982226142,0.17782987295,0.0145842551577,0.05500090167,21.822593742
67,"mcar",0.25,25,"2c","MICE",0.105,0.164,0.122,0.105,0.244,0.248,0.182674984321205,0.00428888306731725,0.0546950113581689,22.3195288024257,0.17163342697,0.00997104661149,0.06007457283,21.178869136
68,"mar",0.25,25,"2c","MICE",0.104,0.162,0.104,0.104,0.253,0.225,0.183437404812832,-0.000649013903125013,0.0543572855516351,22.4182808355275,0.17249164523,0.0178306100683,0.05916587463,21.301274288
69,"mnar",0.25,25,"2c","MICE",0.112,0.163,0.131,0.112,0.272,0.255,0.184636289276393,0.00283743980322482,0.0546192696352113,22.504427307737,0.17253155046,0.0203792011344,0.05764987359,21.29855005
70,"mcar",0.4,25,"2c","MICE",0.11,0.167,0.117,0.11,0.351,0.343,0.180276287582899,0.00920472363444767,0.0544148430424957,22.0659875992246,0.15978502016,0.033121461421,0.06499068421,19.953983211
71,"mar",0.4,25,"2c","MICE",0.088,0.154,0.113,0.088,0.324,0.325,0.178634268727924,-0.00505423463615701,0.0538432480929479,21.9302661953892,0.15912707133,0.00366281941832,0.06542714216,19.896856243
72,"mnar",0.4,25,"2c","MICE",0.108,0.15,0.11,0.108,0.33,0.306,0.181035702420204,9.02884008502811e-05,0.0545164251475813,22.1448921909295,0.16135760534,0.01430300426539,0.06463487852,20.134718432
73,"mcar",0.1,50,"2c","MICE",0.135,0.353,0.227,0.135,0.372,0.268,0.182320821810044,-0.000382507807917171,0.0247137257989963,50.6734178718917,0.18033875688,0.004305358503,0.02504313836,50.20599171
74,"mar",0.1,50,"2c","MICE",0.144,0.332,0.227,0.144,0.381,0.281,0.18083288108829,0.00789140149916747,0.0247018151591011,50.2634384500342,0.17889238123,0.0139676271707,0.02506392189,49.81276747
75,"mnar",0.1,50,"2c","MICE",0.12,0.347,0.219,0.12,0.367,0.28,0.18014369871638,-0.00246085409765058,0.0246226986857639,50.161951236314,0.17806256121,0.0038109666657,0.02459948712,49.6716246
76,"mcar",0.25,50,"2c","MICE",0.15,0.344,0.237,0.15,0.434,0.336,0.182272296787647,0.00347168558954876,0.0247839950947779,50.6214613004992,0.17797620492,0.0077912820004,0.0258970103,49.61061943
77,"mar",0.25,50,"2c","MICE",0.133,0.352,0.242,0.133,0.437,0.347,0.183418886689851,0.00222471695865897,0.0248714942711523,50.8820403619643,0.17870981624,0.00685555211423,0.02579335617,49.76937519
78,"mnar",0.25,50,"2c","MICE",0.121,0.329,0.213,0.121,0.425,0.334,0.179839379163752,-0.0094879583641095,0.0246004381374492,50.0726312665408,0.1741698246,0.00301277787877,0.0249488916,48.73530794
79,"mcar",0.4,50,"2c","MICE",0.131,0.347,0.246,0.131,0.483,0.417,0.179826303766623,0.00305362414043341,0.0245883561099496,50.0620342074279,0.17101642162,0.015926819863552,0.02651611467,47.96017138
80,"mar",0.4,50,"2c","MICE",0.106,0.34,0.228,0.106,0.476,0.407,0.179933306341436,-0.0011658898951439,0.0244926299364895,50.1380244587764,0.17094616921,0.002234332018,0.02638494486,48.00164677
81,"mnar",0.4,50,"2c","MICE",0.139,0.303,0.213,0.139,0.479,0.422,0.182758721940755,-0.00560778895232139,0.024933220984238,50.7006263702996,0.17244459944,0.0073107833373,0.02685886996,48.27561375
1,"mcar",0.1,10,"1c","JOMO",0.05,0.054,0.054,0.05,0.031,0.031,0.174934726048356,-0.0135504919045421,0.110123915629077,7.32963285081302,0.162536040125801,-0.00951296664726557,0.113827606131609,6.91973503817617
2,"mar",0.1,10,"1c","JOMO",0.061,0.067,0.067,0.061,0.043,0.043,0.177960084687193,-0.00102782703297601,0.110746586910467,7.42228905273715,0.163825375281172,-0.0073922325777428,0.113274452071677,6.95913583603905
